Tanggal,Kurs_IDR
2025-01-25,3642.394287109375
2025-01-26,3642.394287109375
2025-01-27,3692.975341796875
2025-01-28,3689.7568359375
2025-01-29,3596.10693359375
2025-01-30,3698.861083984375
2025-01-31,3707.17529296875
2025-02-01,3707.17529296875
2025-02-02,3707.17529296875
2025-02-03,3667.968505859375
2025-02-04,3646.927490234375
2025-02-05,3667.416748046875
2025-02-06,3685.471923828125
2025-02-07,3690.3955078125
2025-02-08,3690.3955078125
2025-02-09,3690.3955078125
2025-02-10,3676.16259765625
2025-02-11,3677.536376953125
2025-02-12,3655.70458984375
2025-02-13,3661.896240234375
2025-02-14,3642.46435546875
2025-02-15,3642.46435546875
2025-02-16,3642.46435546875
2025-02-17,3647.08544921875
2025-02-18,3658.096435546875
2025-02-19,3670.453369140625
2025-02-20,3680.513427734375
2025-02-21,3667.94580078125
2025-02-22,3667.94580078125
2025-02-23,3667.94580078125
2025-02-24,3684.0556640625
2025-02-25,3690.1982421875
2025-02-26,3687.1962890625
2025-02-27,3695.5068359375
2025-02-28,3724.041015625
2025-03-01,3724.041015625
2025-03-02,3724.041015625
2025-03-03,3703.081298828125
2025-03-04,3687.1708984375
2025-03-05,3676.543212890625
2025-03-06,3673.681884765625
2025-03-07,3686.52734375
2025-03-08,3686.52734375
2025-03-09,3686.52734375
2025-03-10,3690.701171875
2025-03-11,3690.29052734375
2025-03-12,3723.974609375
2025-03-13,3685.19189453125
2025-03-14,3552.839111328125
2025-03-15,3552.839111328125
2025-03-16,3552.839111328125
2025-03-17,3670.52734375
2025-03-18,3686.283447265625
2025-03-19,3716.021484375
2025-03-20,3684.062255859375
2025-03-21,3712.23583984375
2025-03-22,3712.23583984375
2025-03-23,3712.23583984375
2025-03-24,3734.34326171875
2025-03-25,3736.063232421875
2025-03-26,3746.421630859375
2025-03-27,3754.1484375
2025-03-28,3737.109375
2025-03-29,3737.109375
2025-03-30,3737.109375
2025-03-31,3735.211181640625
2025-04-01,3752.5634765625
2025-04-02,3770.456298828125
2025-04-03,3748.936279296875
2025-04-04,3726.9248046875
2025-04-05,3726.9248046875
2025-04-06,3726.9248046875
2025-04-07,3772.36865234375
2025-04-08,3762.946533203125
2025-04-09,3799.59912109375
2025-04-10,3737.878173828125
2025-04-11,3767.636474609375
2025-04-12,3767.636474609375
2025-04-13,3767.636474609375
2025-04-14,3796.04296875
2025-04-15,3800.679443359375
2025-04-16,3810.425048828125
2025-04-17,3808.18505859375
2025-04-18,3808.18505859375
2025-04-19,3808.18505859375
2025-04-20,3808.18505859375
2025-04-21,3808.18505859375
2025-04-22,3848.72412109375
2025-04-23,3839.2392578125
2025-04-24,3836.483642578125
2025-04-25,3836.839599609375
2025-04-26,3836.839599609375
2025-04-27,3836.839599609375
2025-04-28,3846.13623046875
2025-04-29,3849.41552734375
2025-04-30,3861.790771484375
2025-05-01,3835.206787109375
2025-05-02,3848.881591796875
2025-05-03,3848.881591796875
2025-05-04,3848.881591796875
2025-05-05,3862.48974609375
2025-05-06,3910.238037109375
2025-05-07,3882.339111328125
2025-05-08,3890.681884765625
2025-05-09,3863.186279296875
2025-05-10,3863.186279296875
2025-05-11,3863.186279296875
2025-05-12,3849.895263671875
2025-05-13,3883.825927734375
2025-05-14,3840.6015625
2025-05-15,3859.72021484375
2025-05-16,3855.64501953125
2025-05-17,3855.64501953125
2025-05-18,3855.64501953125
2025-05-19,3837.756103515625
2025-05-20,3828.478271484375
2025-05-21,3815.982421875
