"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"02/03/2022","1.864,50","1.864,50","1.864,50","1.864,50","","-4,24%"
"01/03/2022","1.947,00","1.947,00","1.947,00","1.947,00","","9,71%"
"28/02/2022","1.774,75","1.774,75","1.774,75","1.774,75","","10,96%"
"25/02/2022","1.599,50","1.599,50","1.599,50","1.599,50","","-5,17%"
"24/02/2022","1.686,75","1.686,75","1.686,75","1.686,75","","8,47%"
"23/02/2022","1.555,00","1.555,00","1.555,00","1.555,00","","2,44%"
"22/02/2022","1.518,00","1.518,00","1.518,00","1.518,00","","2,65%"
"21/02/2022","1.478,75","1.478,75","1.478,75","1.478,75","","3,03%"
"18/02/2022","1.435,25","1.435,25","1.435,25","1.435,25","","0,72%"
"17/02/2022","1.425,00","1.425,00","1.425,00","1.425,00","","2,32%"
"16/02/2022","1.392,75","1.392,75","1.392,75","1.392,75","","0,20%"
"15/02/2022","1.390,00","1.390,00","1.390,00","1.390,00","","-1,80%"
"14/02/2022","1.415,50","1.415,50","1.415,50","1.415,50","","2,24%"
"11/02/2022","1.384,50","1.384,50","1.384,50","1.384,50","","0,93%"
"10/02/2022","1.371,75","1.371,75","1.371,75","1.371,75","","-0,40%"
"09/02/2022","1.377,25","1.377,25","1.377,25","1.377,25","","3,61%"
"08/02/2022","1.329,25","1.329,25","1.329,25","1.329,25","","-1,59%"
"07/02/2022","1.350,75","1.350,75","1.350,75","1.350,75","","-2,33%"
"04/02/2022","1.383,00","1.383,00","1.383,00","1.383,00","","1,26%"
"03/02/2022","1.365,75","1.365,75","1.365,75","1.365,75","","-1,10%"
"31/01/2022","1.381,00","1.381,00","1.381,00","1.381,00","","-0,22%"
"28/01/2022","1.384,00","1.384,00","1.384,00","1.384,00","","3,55%"
"27/01/2022","1.336,50","1.336,50","1.336,50","1.336,50","","1,77%"
"26/01/2022","1.313,25","1.313,25","1.313,25","1.313,25","","0,88%"
"25/01/2022","1.301,75","1.301,75","1.301,75","1.301,75","","0,33%"
"24/01/2022","1.297,50","1.297,50","1.297,50","1.297,50","","-1,33%"
"21/01/2022","1.315,00","1.315,00","1.315,00","1.315,00","","2,02%"
"20/01/2022","1.289,00","1.289,00","1.289,00","1.289,00","","1,06%"
"19/01/2022","1.275,50","1.275,50","1.275,50","1.275,50","","0,31%"
"17/01/2022","1.271,50","1.271,50","1.271,50","1.271,50","","0,24%"
"14/01/2022","1.268,50","1.268,50","1.268,50","1.268,50","","-0,67%"
"13/01/2022","1.277,00","1.277,00","1.277,00","1.277,00","","1,63%"
"12/01/2022","1.256,50","1.256,50","1.256,50","1.256,50","","-0,59%"
"11/01/2022","1.264,00","1.264,00","1.264,00","1.264,00","","-1,02%"
"10/01/2022","1.277,00","1.277,00","1.277,00","1.277,00","","0,83%"
"07/01/2022","1.266,50","1.266,50","1.266,50","1.266,50","","-0,96%"
"06/01/2022","1.278,75","1.278,75","1.278,75","1.278,75","","-1,39%"
"05/01/2022","1.296,75","1.296,75","1.296,75","1.296,75","","2,27%"
"04/01/2022","1.268,00","1.268,00","1.268,00","1.268,00","","0,60%"
"03/01/2022","1.260,50","1.260,50","1.260,50","1.260,50","","1,76%"
"31/12/2021","1.238,75","1.238,75","1.238,75","1.238,75","","0,47%"
"30/12/2021","1.233,00","1.233,00","1.233,00","1.233,00","","0,00%"
"29/12/2021","1.233,00","1.233,00","1.233,00","1.233,00","","-1,16%"
"28/12/2021","1.247,50","1.247,50","1.247,50","1.247,50","","2,65%"
"27/12/2021","1.215,25","1.215,25","1.215,25","1.215,25","","-0,49%"
"24/12/2021","1.221,25","1.221,25","1.221,25","1.221,25","","3,45%"
"23/12/2021","1.180,50","1.180,50","1.180,50","1.180,50","","0,88%"
"22/12/2021","1.170,25","1.170,25","1.170,25","1.170,25","","1,50%"
"21/12/2021","1.153,00","1.153,00","1.153,00","1.153,00","","2,40%"
"20/12/2021","1.126,00","1.126,00","1.126,00","1.126,00","","-2,66%"
"17/12/2021","1.156,75","1.156,75","1.156,75","1.156,75","","-0,09%"
"16/12/2021","1.157,75","1.157,75","1.157,75","1.157,75","","-4,63%"
"15/12/2021","1.214,00","1.214,00","1.214,00","1.214,00","","-0,25%"
"14/12/2021","1.217,00","1.217,00","1.217,00","1.217,00","","-1,87%"
"13/12/2021","1.240,25","1.240,25","1.240,25","1.240,25","","-0,26%"
"10/12/2021","1.243,50","1.243,50","1.243,50","1.243,50","","0,63%"
"09/12/2021","1.235,75","1.235,75","1.235,75","1.235,75","","-0,60%"
"08/12/2021","1.243,25","1.243,25","1.243,25","1.243,25","","-0,86%"
"07/12/2021","1.254,00","1.254,00","1.254,00","1.254,00","","1,25%"
"06/12/2021","1.238,50","1.238,50","1.238,50","1.238,50","","1,18%"
"02/12/2021","1.224,00","1.224,00","1.224,00","1.224,00","","-1,23%"
"01/12/2021","1.239,25","1.239,25","1.239,25","1.239,25","","0,57%"
"30/11/2021","1.232,25","1.232,25","1.232,25","1.232,25","","-1,10%"
"29/11/2021","1.246,00","1.246,00","1.246,00","1.246,00","","0,32%"
"26/11/2021","1.242,00","1.242,00","1.242,00","1.242,00","","-1,60%"
"25/11/2021","1.262,25","1.262,25","1.262,25","1.262,25","","-0,51%"
"24/11/2021","1.268,75","1.268,75","1.268,75","1.268,75","","0,61%"
"23/11/2021","1.261,00","1.261,00","1.261,00","1.261,00","","-2,27%"
"22/11/2021","1.290,25","1.290,25","1.290,25","1.290,25","","-0,83%"
"19/11/2021","1.301,00","1.301,00","1.301,00","1.301,00","","-0,17%"
"18/11/2021","1.303,25","1.303,25","1.303,25","1.303,25","","2,20%"
"17/11/2021","1.275,25","1.275,25","1.275,25","1.275,25","","1,19%"
"16/11/2021","1.260,25","1.260,25","1.260,25","1.260,25","","-2,27%"
"15/11/2021","1.289,50","1.289,50","1.289,50","1.289,50","","-0,67%"
"12/11/2021","1.298,25","1.298,25","1.298,25","1.298,25","","0,97%"
"11/11/2021","1.285,75","1.285,75","1.285,75","1.285,75","","-1,08%"
"10/11/2021","1.299,75","1.299,75","1.299,75","1.299,75","","2,63%"
"09/11/2021","1.266,50","1.266,50","1.266,50","1.266,50","","-1,23%"
"08/11/2021","1.282,25","1.282,25","1.282,25","1.282,25","","0,23%"
"05/11/2021","1.279,25","1.279,25","1.279,25","1.279,25","","-2,46%"
"03/11/2021","1.311,50","1.311,50","1.311,50","1.311,50","","0,73%"
"02/11/2021","1.302,00","1.302,00","1.302,00","1.302,00","","0,08%"
"01/11/2021","1.301,00","1.301,00","1.301,00","1.301,00","","-0,15%"
"29/10/2021","1.303,00","1.303,00","1.303,00","1.303,00","","1,82%"
"28/10/2021","1.279,75","1.279,75","1.279,75","1.279,75","","0,27%"
"27/10/2021","1.276,25","1.276,25","1.276,25","1.276,25","","-0,51%"
"26/10/2021","1.282,75","1.282,75","1.282,75","1.282,75","","1,50%"
"25/10/2021","1.263,75","1.263,75","1.263,75","1.263,75","","1,16%"
"22/10/2021","1.249,25","1.249,25","1.249,25","1.249,25","","-0,36%"
"21/10/2021","1.253,75","1.253,75","1.253,75","1.253,75","","-1,55%"
"20/10/2021","1.273,50","1.273,50","1.273,50","1.273,50","","2,66%"
"18/10/2021","1.240,50","1.240,50","1.240,50","1.240,50","","-0,06%"
"15/10/2021","1.241,25","1.241,25","1.241,25","1.241,25","","-0,10%"
"14/10/2021","1.242,50","1.242,50","1.242,50","1.242,50","","-1,72%"
"13/10/2021","1.264,25","1.264,25","1.264,25","1.264,25","","3,42%"
"12/10/2021","1.222,50","1.222,50","1.222,50","1.222,50","","-1,15%"
"11/10/2021","1.236,75","1.236,75","1.236,75","1.236,75","","0,37%"
"08/10/2021","1.232,25","1.232,25","1.232,25","1.232,25","","2,39%"
"07/10/2021","1.203,50","1.203,50","1.203,50","1.203,50","","-0,62%"
"06/10/2021","1.211,00","1.211,00","1.211,00","1.211,00","","1,72%"
"05/10/2021","1.190,50","1.190,50","1.190,50","1.190,50","","2,70%"
"04/10/2021","1.159,25","1.159,25","1.159,25","1.159,25","","1,96%"
"01/10/2021","1.137,00","1.137,00","1.137,00","1.137,00","","-1,47%"
"30/09/2021","1.154,00","1.154,00","1.154,00","1.154,00","","2,51%"
"29/09/2021","1.125,75","1.125,75","1.125,75","1.125,75","","0,51%"
"28/09/2021","1.120,00","1.120,00","1.120,00","1.120,00","","1,31%"
"27/09/2021","1.105,50","1.105,50","1.105,50","1.105,50","","-0,76%"
"24/09/2021","1.114,00","1.114,00","1.114,00","1.114,00","","0,02%"
"23/09/2021","1.113,75","1.113,75","1.113,75","1.113,75","","1,90%"
"22/09/2021","1.093,00","1.093,00","1.093,00","1.093,00","","2,39%"
"21/09/2021","1.067,50","1.067,50","1.067,50","1.067,50","","0,73%"
"20/09/2021","1.059,75","1.059,75","1.059,75","1.059,75","","-2,15%"
"17/09/2021","1.083,00","1.083,00","1.083,00","1.083,00","","-3,04%"
"15/09/2021","1.117,00","1.117,00","1.117,00","1.117,00","","0,20%"
"14/09/2021","1.114,75","1.114,75","1.114,75","1.114,75","","0,18%"
"13/09/2021","1.112,75","1.112,75","1.112,75","1.112,75","","0,52%"
"10/09/2021","1.107,00","1.107,00","1.107,00","1.107,00","","-1,25%"
"09/09/2021","1.121,00","1.121,00","1.121,00","1.121,00","","-1,26%"
"08/09/2021","1.135,25","1.135,25","1.135,25","1.135,25","","2,02%"
"07/09/2021","1.112,75","1.112,75","1.112,75","1.112,75","","1,39%"
"06/09/2021","1.097,50","1.097,50","1.097,50","1.097,50","","0,05%"
"03/09/2021","1.097,00","1.097,00","1.097,00","1.097,00","","1,90%"
"02/09/2021","1.076,50","1.076,50","1.076,50","1.076,50","","0,51%"
"01/09/2021","1.071,00","1.071,00","1.071,00","1.071,00","","-0,99%"
"30/08/2021","1.081,75","1.081,75","1.081,75","1.081,75","","-0,62%"
"27/08/2021","1.088,50","1.088,50","1.088,50","1.088,50","","-0,73%"
"26/08/2021","1.096,50","1.096,50","1.096,50","1.096,50","","0,57%"
"25/08/2021","1.090,25","1.090,25","1.090,25","1.090,25","","1,49%"
"24/08/2021","1.074,25","1.074,25","1.074,25","1.074,25","","-0,21%"
"23/08/2021","1.076,50","1.076,50","1.076,50","1.076,50","","1,10%"
"20/08/2021","1.064,75","1.064,75","1.064,75","1.064,75","","0,24%"
"19/08/2021","1.062,25","1.062,25","1.062,25","1.062,25","","-1,21%"
"18/08/2021","1.075,25","1.075,25","1.075,25","1.075,25","","-1,67%"
"17/08/2021","1.093,50","1.093,50","1.093,50","1.093,50","","-0,68%"
"16/08/2021","1.101,00","1.101,00","1.101,00","1.101,00","","2,47%"
"13/08/2021","1.074,50","1.074,50","1.074,50","1.074,50","","-0,81%"
"12/08/2021","1.083,25","1.083,25","1.083,25","1.083,25","","-1,03%"
"11/08/2021","1.094,50","1.094,50","1.094,50","1.094,50","","3,97%"
"09/08/2021","1.052,75","1.052,75","1.052,75","1.052,75","","-1,77%"
"06/08/2021","1.071,75","1.071,75","1.071,75","1.071,75","","-0,16%"
"05/08/2021","1.073,50","1.073,50","1.073,50","1.073,50","","-2,10%"
"04/08/2021","1.096,50","1.096,50","1.096,50","1.096,50","","3,10%"
"03/08/2021","1.063,50","1.063,50","1.063,50","1.063,50","","1,07%"
"02/08/2021","1.052,25","1.052,25","1.052,25","1.052,25","","-4,56%"
"30/07/2021","1.102,50","1.102,50","1.102,50","1.102,50","","-0,11%"
"29/07/2021","1.103,75","1.103,75","1.103,75","1.103,75","","1,85%"
"28/07/2021","1.083,75","1.083,75","1.083,75","1.083,75","","-2,19%"
"27/07/2021","1.108,00","1.108,00","1.108,00","1.108,00","","1,23%"
"26/07/2021","1.094,50","1.094,50","1.094,50","1.094,50","","1,84%"
"23/07/2021","1.074,75","1.074,75","1.074,75","1.074,75","","2,45%"
"22/07/2021","1.049,00","1.049,00","1.049,00","1.049,00","","1,01%"
"21/07/2021","1.038,50","1.038,50","1.038,50","1.038,50","","1,07%"
"19/07/2021","1.027,50","1.027,50","1.027,50","1.027,50","","0,56%"
"16/07/2021","1.021,75","1.021,75","1.021,75","1.021,75","","5,53%"
"15/07/2021","968,25","968,25","968,25","968,25","","-0,67%"
"14/07/2021","974,75","974,75","974,75","974,75","","0,93%"
"13/07/2021","965,75","965,75","965,75","965,75","","1,47%"
"12/07/2021","951,75","951,75","951,75","951,75","","-0,81%"
"09/07/2021","959,50","959,50","959,50","959,50","","2,37%"
"08/07/2021","937,25","937,25","937,25","937,25","","-0,90%"
"07/07/2021","945,75","945,75","945,75","945,75","","-0,50%"
"06/07/2021","950,50","950,50","950,50","950,50","","-0,55%"
"05/07/2021","955,75","955,75","955,75","955,75","","2,08%"
"02/07/2021","936,25","936,25","936,25","936,25","","1,27%"
"01/07/2021","924,50","924,50","924,50","924,50","","1,51%"
"30/06/2021","910,75","910,75","910,75","910,75","","0,80%"
"29/06/2021","903,50","903,50","903,50","903,50","","1,15%"
"28/06/2021","893,25","893,25","893,25","893,25","","0,28%"
"25/06/2021","890,75","890,75","890,75","890,75","","2,86%"
"24/06/2021","866,00","866,00","866,00","866,00","","-0,60%"
"23/06/2021","871,25","871,25","871,25","871,25","","1,78%"
"22/06/2021","856,00","856,00","856,00","856,00","","-0,38%"
"21/06/2021","859,25","859,25","859,25","859,25","","-0,98%"
"18/06/2021","867,75","867,75","867,75","867,75","","1,17%"
"17/06/2021","857,75","857,75","857,75","857,75","","-1,01%"
"16/06/2021","866,50","866,50","866,50","866,50","","-6,73%"
"15/06/2021","929,00","929,00","929,00","929,00","","7,43%"
"14/06/2021","864,75","864,75","864,75","864,75","","-7,91%"
"11/06/2021","939,00","939,00","939,00","939,00","","-4,50%"
"10/06/2021","983,25","983,25","983,25","983,25","","-1,03%"
"09/06/2021","993,50","993,50","993,50","993,50","","-2,07%"
"08/06/2021","1.014,50","1.014,50","1.014,50","1.014,50","","-0,98%"
"04/06/2021","1.024,50","1.024,50","1.024,50","1.024,50","","-0,92%"
"03/06/2021","1.034,00","1.034,00","1.034,00","1.034,00","","2,43%"
"02/06/2021","1.009,50","1.009,50","1.009,50","1.009,50","","3,72%"
"01/06/2021","973,25","973,25","973,25","973,25","","-0,13%"
"31/05/2021","974,50","974,50","974,50","974,50","","-6,34%"
"28/05/2021","1.040,50","1.040,50","1.040,50","1.040,50","","0,95%"
"27/05/2021","1.030,75","1.030,75","1.030,75","1.030,75","","-2,34%"
"25/05/2021","1.055,50","1.055,50","1.055,50","1.055,50","","3,33%"
"24/05/2021","1.021,50","1.021,50","1.021,50","1.021,50","","-3,63%"
"21/05/2021","1.060,00","1.060,00","1.060,00","1.060,00","","-1,60%"
"20/05/2021","1.077,25","1.077,25","1.077,25","1.077,25","","-4,63%"
"19/05/2021","1.129,50","1.129,50","1.129,50","1.129,50","","-3,54%"
"18/05/2021","1.171,00","1.171,00","1.171,00","1.171,00","","3,19%"
"17/05/2021","1.134,75","1.134,75","1.134,75","1.134,75","","-2,87%"
"12/05/2021","1.168,25","1.168,25","1.168,25","1.168,25","","0,45%"
"11/05/2021","1.163,00","1.163,00","1.163,00","1.163,00","","-1,73%"
"10/05/2021","1.183,50","1.183,50","1.183,50","1.183,50","","-0,34%"
"07/05/2021","1.187,50","1.187,50","1.187,50","1.187,50","","3,71%"
"06/05/2021","1.145,00","1.145,00","1.145,00","1.145,00","","2,60%"
"05/05/2021","1.116,00","1.116,00","1.116,00","1.116,00","","0,13%"
"04/05/2021","1.114,50","1.114,50","1.114,50","1.114,50","","-0,38%"
"03/05/2021","1.118,75","1.118,75","1.118,75","1.118,75","","3,97%"
"30/04/2021","1.076,00","1.076,00","1.076,00","1.076,00","","-0,16%"
"28/04/2021","1.077,75","1.077,75","1.077,75","1.077,75","","-1,89%"
"27/04/2021","1.098,50","1.098,50","1.098,50","1.098,50","","3,80%"
"26/04/2021","1.058,25","1.058,25","1.058,25","1.058,25","","-0,21%"
"23/04/2021","1.060,50","1.060,50","1.060,50","1.060,50","","-1,35%"
"22/04/2021","1.075,00","1.075,00","1.075,00","1.075,00","","1,94%"
"21/04/2021","1.054,50","1.054,50","1.054,50","1.054,50","","2,55%"
"20/04/2021","1.028,25","1.028,25","1.028,25","1.028,25","","1,43%"
"19/04/2021","1.013,75","1.013,75","1.013,75","1.013,75","","-0,17%"
"16/04/2021","1.015,50","1.015,50","1.015,50","1.015,50","","-0,85%"
"15/04/2021","1.024,25","1.024,25","1.024,25","1.024,25","","0,64%"
"14/04/2021","1.017,75","1.017,75","1.017,75","1.017,75","","-0,85%"
"13/04/2021","1.026,50","1.026,50","1.026,50","1.026,50","","0,20%"
"12/04/2021","1.024,50","1.024,50","1.024,50","1.024,50","","-1,01%"
"09/04/2021","1.035,00","1.035,00","1.035,00","1.035,00","","0,85%"
"08/04/2021","1.026,25","1.026,25","1.026,25","1.026,25","","-0,92%"
"07/04/2021","1.035,75","1.035,75","1.035,75","1.035,75","","1,59%"
"06/04/2021","1.019,50","1.019,50","1.019,50","1.019,50","","1,39%"
"05/04/2021","1.005,50","1.005,50","1.005,50","1.005,50","","0,35%"
"02/04/2021","1.002,00","1.002,00","1.002,00","1.002,00","","0,07%"
"01/04/2021","1.001,25","1.001,25","1.001,25","1.001,25","","2,22%"
"31/03/2021","979,50","979,50","979,50","979,50","","1,14%"
"30/03/2021","968,50","968,50","968,50","968,50","","-2,66%"
"29/03/2021","995,00","995,00","995,00","995,00","","2,50%"
"26/03/2021","970,75","970,75","970,75","970,75","","-3,29%"
"25/03/2021","1.003,75","1.003,75","1.003,75","1.003,75","","-1,76%"
"24/03/2021","1.021,75","1.021,75","1.021,75","1.021,75","","-0,54%"
"23/03/2021","1.027,25","1.027,25","1.027,25","1.027,25","","2,09%"
"22/03/2021","1.006,25","1.006,25","1.006,25","1.006,25","","3,10%"
"19/03/2021","976,00","976,00","976,00","976,00","","-1,59%"
"18/03/2021","991,75","991,75","991,75","991,75","","-2,67%"
"17/03/2021","1.019,00","1.019,00","1.019,00","1.019,00","","0,57%"
"16/03/2021","1.013,25","1.013,25","1.013,25","1.013,25","","-0,59%"
"15/03/2021","1.019,25","1.019,25","1.019,25","1.019,25","","-2,02%"
"12/03/2021","1.040,25","1.040,25","1.040,25","1.040,25","","1,31%"
"11/03/2021","1.026,75","1.026,75","1.026,75","1.026,75","","2,73%"
"10/03/2021","999,50","999,50","999,50","999,50","","1,01%"
"09/03/2021","989,50","989,50","989,50","989,50","","-0,28%"
"08/03/2021","992,25","992,25","992,25","992,25","","2,35%"
"05/03/2021","969,50","969,50","969,50","969,50","","-0,15%"
"04/03/2021","971,00","971,00","971,00","971,00","","0,88%"
"03/03/2021","962,50","962,50","962,50","962,50","","0,00%"
"02/03/2021","962,50","962,50","962,50","962,50","","-1,00%"
"01/03/2021","972,25","972,25","972,25","972,25","","-1,22%"
"26/02/2021","984,25","984,25","984,25","984,25","","-1,45%"
"25/02/2021","998,75","998,75","998,75","998,75","","2,75%"
"24/02/2021","972,00","972,00","972,00","972,00","","-1,92%"
"23/02/2021","991,00","991,00","991,00","991,00","","1,61%"
"22/02/2021","975,25","975,25","975,25","975,25","","0,72%"
"19/02/2021","968,25","968,25","968,25","968,25","","0,81%"
"18/02/2021","960,50","960,50","960,50","960,50","","-3,37%"
"17/02/2021","994,00","994,00","994,00","994,00","","1,74%"
"16/02/2021","977,00","977,00","977,00","977,00","","0,96%"
"15/02/2021","967,75","967,75","967,75","967,75","","0,44%"
"11/02/2021","963,50","963,50","963,50","963,50","","-1,66%"
"10/02/2021","979,75","979,75","979,75","979,75","","1,21%"
"09/02/2021","968,00","968,00","968,00","968,00","","1,39%"
"08/02/2021","954,75","954,75","954,75","954,75","","-0,73%"
"05/02/2021","961,75","961,75","961,75","961,75","","2,26%"
"04/02/2021","940,50","940,50","940,50","940,50","","2,67%"
"03/02/2021","916,00","916,00","916,00","916,00","","-4,78%"
"02/02/2021","962,00","962,00","962,00","962,00","","-1,11%"
"29/01/2021","972,75","972,75","972,75","972,75","","4,23%"
"27/01/2021","933,25","933,25","933,25","933,25","","4,77%"
"26/01/2021","890,75","890,75","890,75","890,75","","1,42%"
"25/01/2021","878,25","878,25","878,25","878,25","","-0,93%"
"22/01/2021","886,50","886,50","886,50","886,50","","0,62%"
"21/01/2021","881,00","881,00","881,00","881,00","","2,71%"
"20/01/2021","857,75","857,75","857,75","857,75","","-0,92%"
"19/01/2021","865,75","865,75","865,75","865,75","","-3,64%"
"18/01/2021","898,50","898,50","898,50","898,50","","-5,77%"
"15/01/2021","953,50","953,50","953,50","953,50","","3,22%"
"14/01/2021","923,75","923,75","923,75","923,75","","-3,90%"
"13/01/2021","961,25","961,25","961,25","961,25","","0,68%"
"12/01/2021","954,75","954,75","954,75","954,75","","-2,75%"
"11/01/2021","981,75","981,75","981,75","981,75","","-0,96%"
"08/01/2021","991,25","991,25","991,25","991,25","","0,48%"
"07/01/2021","986,50","986,50","986,50","986,50","","-2,06%"
"06/01/2021","1.007,25","1.007,25","1.007,25","1.007,25","","1,79%"
"05/01/2021","989,50","989,50","989,50","989,50","","0,13%"
"04/01/2021","988,25","988,25","988,25","988,25","","2,04%"
"31/12/2020","968,50","968,50","968,50","968,50","","0,78%"
"30/12/2020","961,00","961,00","961,00","961,00","","1,51%"
"29/12/2020","946,75","946,75","946,75","946,75","","0,03%"
"28/12/2020","946,50","946,50","946,50","946,50","","-0,24%"
"24/12/2020","948,75","948,75","948,75","948,75","","1,25%"
"23/12/2020","937,00","937,00","937,00","937,00","","3,88%"
"22/12/2020","902,00","902,00","902,00","902,00","","0,19%"
"21/12/2020","900,25","900,25","900,25","900,25","","-0,77%"
"18/12/2020","907,25","907,25","907,25","907,25","","2,05%"
"17/12/2020","889,00","889,00","889,00","889,00","","0,42%"
"16/12/2020","885,25","885,25","885,25","885,25","","-2,96%"
"15/12/2020","912,25","912,25","912,25","912,25","","-1,14%"
"14/12/2020","922,75","922,75","922,75","922,75","","0,85%"
"11/12/2020","915,00","915,00","915,00","915,00","","0,66%"
"10/12/2020","909,00","909,00","909,00","909,00","","1,59%"
"09/12/2020","894,75","894,75","894,75","894,75","","-0,22%"
"08/12/2020","896,75","896,75","896,75","896,75","","-0,08%"
"07/12/2020","897,50","897,50","897,50","897,50","","-0,03%"
"04/12/2020","897,75","897,75","897,75","897,75","","4,33%"
"03/12/2020","860,50","860,50","860,50","860,50","","0,88%"
"02/12/2020","853,00","853,00","853,00","853,00","","-0,79%"
"01/12/2020","859,75","859,75","859,75","859,75","","1,57%"
"30/11/2020","846,50","846,50","846,50","846,50","","-1,71%"
"27/11/2020","861,25","861,25","861,25","861,25","","2,50%"
"26/11/2020","840,25","840,25","840,25","840,25","","-1,32%"
"25/11/2020","851,50","851,50","851,50","851,50","","0,92%"
"24/11/2020","843,75","843,75","843,75","843,75","","-1,92%"
"23/11/2020","860,25","860,25","860,25","860,25","","1,09%"
"20/11/2020","851,00","851,00","851,00","851,00","","-1,48%"
"19/11/2020","863,75","863,75","863,75","863,75","","-0,95%"
"18/11/2020","872,00","872,00","872,00","872,00","","2,65%"
"17/11/2020","849,50","849,50","849,50","849,50","","0,06%"
"16/11/2020","849,00","849,00","849,00","849,00","","0,24%"
"13/11/2020","847,00","847,00","847,00","847,00","","-1,31%"
"12/11/2020","858,25","858,25","858,25","858,25","","1,45%"
"11/11/2020","846,00","846,00","846,00","846,00","","1,26%"
"10/11/2020","835,50","835,50","835,50","835,50","","-0,18%"
"09/11/2020","837,00","837,00","837,00","837,00","","1,58%"
"06/11/2020","824,00","824,00","824,00","824,00","","-0,54%"
"05/11/2020","828,50","828,50","828,50","828,50","","1,84%"
"04/11/2020","813,50","813,50","813,50","813,50","","0,81%"
"03/11/2020","807,00","807,00","807,00","807,00","","2,80%"
"02/11/2020","785,00","785,00","785,00","785,00","","0,29%"
"30/10/2020","782,75","782,75","782,75","782,75","","-0,16%"
"28/10/2020","784,00","784,00","784,00","784,00","","0,90%"
"27/10/2020","777,00","777,00","777,00","777,00","","0,39%"
"26/10/2020","774,00","774,00","774,00","774,00","","4,98%"
"23/10/2020","737,25","737,25","737,25","737,25","","-0,17%"
"22/10/2020","738,50","738,50","738,50","738,50","","1,79%"
"21/10/2020","725,50","725,50","725,50","725,50","","1,01%"
"20/10/2020","718,25","718,25","718,25","718,25","","3,01%"
"19/10/2020","697,25","697,25","697,25","697,25","","-3,09%"
"16/10/2020","719,50","719,50","719,50","719,50","","-2,18%"
"15/10/2020","735,50","735,50","735,50","735,50","","0,07%"
"14/10/2020","735,00","735,00","735,00","735,00","","-0,71%"
"13/10/2020","740,25","740,25","740,25","740,25","","0,30%"
"12/10/2020","738,00","738,00","738,00","738,00","","1,30%"
"09/10/2020","728,50","728,50","728,50","728,50","","0,90%"
"08/10/2020","722,00","722,00","722,00","722,00","","0,35%"
"07/10/2020","719,50","719,50","719,50","719,50","","1,48%"
"06/10/2020","709,00","709,00","709,00","709,00","","3,54%"
"05/10/2020","684,75","684,75","684,75","684,75","","0,18%"
"02/10/2020","683,50","683,50","683,50","683,50","","-2,88%"
"01/10/2020","703,75","703,75","703,75","703,75","","3,04%"
"30/09/2020","683,00","683,00","683,00","683,00","","-2,22%"
"29/09/2020","698,50","698,50","698,50","698,50","","-1,13%"
"28/09/2020","706,50","706,50","706,50","706,50","","0,46%"
"25/09/2020","703,25","703,25","703,25","703,25","","3,19%"
"24/09/2020","681,50","681,50","681,50","681,50","","-2,89%"
"23/09/2020","701,75","701,75","701,75","701,75","","-3,07%"
"22/09/2020","724,00","724,00","724,00","724,00","","-1,90%"
"21/09/2020","738,00","738,00","738,00","738,00","","-1,93%"
"18/09/2020","752,50","752,50","752,50","752,50","","3,65%"
"17/09/2020","726,00","726,00","726,00","726,00","","3,60%"
"15/09/2020","700,75","700,75","700,75","700,75","","-2,77%"
"14/09/2020","720,75","720,75","720,75","720,75","","3,97%"
"11/09/2020","693,25","693,25","693,25","693,25","","-0,32%"
"10/09/2020","695,50","695,50","695,50","695,50","","0,00%"
"09/09/2020","695,50","695,50","695,50","695,50","","-1,70%"
"08/09/2020","707,50","707,50","707,50","707,50","","1,36%"
"07/09/2020","698,00","698,00","698,00","698,00","","-1,20%"
"04/09/2020","706,50","706,50","706,50","706,50","","-1,74%"
"03/09/2020","719,00","719,00","719,00","719,00","","2,02%"
"02/09/2020","704,75","704,75","704,75","704,75","","0,97%"
"01/09/2020","698,00","698,00","698,00","698,00","","2,35%"
"28/08/2020","682,00","682,00","682,00","682,00","","2,25%"
"27/08/2020","667,00","667,00","667,00","667,00","","1,52%"
"26/08/2020","657,00","657,00","657,00","657,00","","0,69%"
"25/08/2020","652,50","652,50","652,50","652,50","","-1,66%"
"24/08/2020","663,50","663,50","663,50","663,50","","-0,90%"
"21/08/2020","669,50","669,50","669,50","669,50","","-1,25%"
"19/08/2020","678,00","678,00","678,00","678,00","","0,82%"
"18/08/2020","672,50","672,50","672,50","672,50","","1,66%"
"17/08/2020","661,50","661,50","661,50","661,50","","-2,61%"
"14/08/2020","679,25","679,25","679,25","679,25","","-1,16%"
"13/08/2020","687,25","687,25","687,25","687,25","","0,04%"
"12/08/2020","687,00","687,00","687,00","687,00","","2,27%"
"11/08/2020","671,75","671,75","671,75","671,75","","-1,32%"
"10/08/2020","680,75","680,75","680,75","680,75","","-1,09%"
"07/08/2020","688,25","688,25","688,25","688,25","","-1,64%"
"06/08/2020","699,75","699,75","699,75","699,75","","3,25%"
"05/08/2020","677,75","677,75","677,75","677,75","","-1,02%"
"04/08/2020","684,75","684,75","684,75","684,75","","1,52%"
"03/08/2020","674,50","674,50","674,50","674,50","","2,94%"
"30/07/2020","655,25","655,25","655,25","655,25","","1,55%"
"29/07/2020","645,25","645,25","645,25","645,25","","1,94%"
