"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"08/10/2018","509,25","509,25","509,25","509,25","","-1,31%"
"05/10/2018","516,00","516,00","516,00","516,00","","-0,39%"
"04/10/2018","518,00","518,00","518,00","518,00","","0,78%"
"03/10/2018","514,00","514,00","514,00","514,00","","2,14%"
"02/10/2018","503,25","503,25","503,25","503,25","","-0,45%"
"01/10/2018","505,50","505,50","505,50","505,50","","-1,32%"
"28/09/2018","512,25","512,25","512,25","512,25","","0,20%"
"27/09/2018","511,25","511,25","511,25","511,25","","-1,30%"
"26/09/2018","518,00","518,00","518,00","518,00","","-0,29%"
"25/09/2018","519,50","519,50","519,50","519,50","","0,43%"
"24/09/2018","517,25","517,25","517,25","517,25","","0,93%"
"21/09/2018","512,50","512,50","512,50","512,50","","0,10%"
"20/09/2018","512,00","512,00","512,00","512,00","","-0,24%"
"19/09/2018","513,25","513,25","513,25","513,25","","-1,91%"
"18/09/2018","523,25","523,25","523,25","523,25","","-1,83%"
"14/09/2018","533,00","533,00","533,00","533,00","","0,24%"
"13/09/2018","531,75","531,75","531,75","531,75","","0,38%"
"12/09/2018","529,75","529,75","529,75","529,75","","-0,80%"
"07/09/2018","534,00","534,00","534,00","534,00","","-0,47%"
"06/09/2018","536,50","536,50","536,50","536,50","","-0,60%"
"05/09/2018","539,75","539,75","539,75","539,75","","-0,37%"
"04/09/2018","541,75","541,75","541,75","541,75","","1,26%"
"03/09/2018","535,00","535,00","535,00","535,00","","-0,05%"
"30/08/2018","535,25","535,25","535,25","535,25","","0,94%"
"29/08/2018","530,25","530,25","530,25","530,25","","-0,80%"
"28/08/2018","534,50","534,50","534,50","534,50","","1,14%"
"27/08/2018","528,50","528,50","528,50","528,50","","-0,33%"
"24/08/2018","530,25","530,25","530,25","530,25","","-0,28%"
"23/08/2018","531,75","531,75","531,75","531,75","","-1,21%"
"21/08/2018","538,25","538,25","538,25","538,25","","-0,42%"
"20/08/2018","540,50","540,50","540,50","540,50","","0,65%"
"17/08/2018","537,00","537,00","537,00","537,00","","0,51%"
"16/08/2018","534,25","534,25","534,25","534,25","","-0,14%"
"15/08/2018","535,00","535,00","535,00","535,00","","0,61%"
"14/08/2018","531,75","531,75","531,75","531,75","","0,33%"
"13/08/2018","530,00","530,00","530,00","530,00","","-1,81%"
"10/08/2018","539,75","539,75","539,75","539,75","","-0,64%"
"09/08/2018","543,25","543,25","543,25","543,25","","-0,32%"
"08/08/2018","545,00","545,00","545,00","545,00","","1,21%"
"07/08/2018","538,50","538,50","538,50","538,50","","0,80%"
"06/08/2018","534,25","534,25","534,25","534,25","","0,52%"
"03/08/2018","531,50","531,50","531,50","531,50","","0,90%"
"02/08/2018","526,75","526,75","526,75","526,75","","-0,38%"
"01/08/2018","528,75","528,75","528,75","528,75","","0,81%"
"31/07/2018","524,50","524,50","524,50","524,50","","0,14%"
"30/07/2018","523,75","523,75","523,75","523,75","","0,38%"
"27/07/2018","521,75","521,75","521,75","521,75","","-1,00%"
"26/07/2018","527,00","527,00","527,00","527,00","","1,74%"
"25/07/2018","518,00","518,00","518,00","518,00","","0,53%"
"24/07/2018","515,25","515,25","515,25","515,25","","-1,76%"
"23/07/2018","524,50","524,50","524,50","524,50","","-2,28%"
"20/07/2018","536,75","536,75","536,75","536,75","","0,09%"
"19/07/2018","536,25","536,25","536,25","536,25","","-1,02%"
"18/07/2018","541,75","541,75","541,75","541,75","","1,36%"
"17/07/2018","534,50","534,50","534,50","534,50","","0,99%"
"16/07/2018","529,25","529,25","529,25","529,25","","-1,58%"
"13/07/2018","537,75","537,75","537,75","537,75","","1,61%"
"12/07/2018","529,25","529,25","529,25","529,25","","-1,03%"
"11/07/2018","534,75","534,75","534,75","534,75","","-2,68%"
"10/07/2018","549,50","549,50","549,50","549,50","","0,73%"
"09/07/2018","545,50","545,50","545,50","545,50","","-2,28%"
"06/07/2018","558,25","558,25","558,25","558,25","","-0,53%"
"05/07/2018","561,25","561,25","561,25","561,25","","0,04%"
"04/07/2018","561,00","561,00","561,00","561,00","","-0,71%"
"03/07/2018","565,00","565,00","565,00","565,00","","-0,88%"
"02/07/2018","570,00","570,00","570,00","570,00","","0,13%"
"29/06/2018","569,25","569,25","569,25","569,25","","-0,96%"
"28/06/2018","574,75","574,75","574,75","574,75","","0,57%"
"27/06/2018","571,50","571,50","571,50","571,50","","0,79%"
"26/06/2018","567,00","567,00","567,00","567,00","","-0,79%"
"25/06/2018","571,50","571,50","571,50","571,50","","0,09%"
"22/06/2018","571,00","571,00","571,00","571,00","","1,69%"
"21/06/2018","561,50","561,50","561,50","561,50","","-0,58%"
"20/06/2018","564,75","564,75","564,75","564,75","","-0,18%"
"19/06/2018","565,75","565,75","565,75","565,75","","-2,16%"
"18/06/2018","578,25","578,25","578,25","578,25","","-1,41%"
"14/06/2018","586,50","586,50","586,50","586,50","","1,08%"
"13/06/2018","580,25","580,25","580,25","580,25","","-0,60%"
"12/06/2018","583,75","583,75","583,75","583,75","","-1,35%"
"11/06/2018","591,75","591,75","591,75","591,75","","-0,80%"
"08/06/2018","596,50","596,50","596,50","596,50","","-1,00%"
"07/06/2018","602,50","602,50","602,50","602,50","","-0,08%"
"06/06/2018","603,00","603,00","603,00","603,00","","-0,37%"
"05/06/2018","605,25","605,25","605,25","605,25","","-0,49%"
"04/06/2018","608,25","608,25","608,25","608,25","","-0,69%"
"01/06/2018","612,50","612,50","612,50","612,50","","0,37%"
"31/05/2018","610,25","610,25","610,25","610,25","","0,12%"
"30/05/2018","609,50","609,50","609,50","609,50","","0,58%"
"28/05/2018","606,00","606,00","606,00","606,00","","-1,66%"
"25/05/2018","616,25","616,25","616,25","616,25","","-0,88%"
"24/05/2018","621,75","621,75","621,75","621,75","","0,48%"
"23/05/2018","618,75","618,75","618,75","618,75","","-0,36%"
"22/05/2018","621,00","621,00","621,00","621,00","","1,51%"
"21/05/2018","611,75","611,75","611,75","611,75","","-0,12%"
"18/05/2018","612,50","612,50","612,50","612,50","","0,45%"
"17/05/2018","609,75","609,75","609,75","609,75","","0,54%"
"16/05/2018","606,50","606,50","606,50","606,50","","1,51%"
"15/05/2018","597,50","597,50","597,50","597,50","","-0,58%"
"14/05/2018","601,00","601,00","601,00","601,00","","0,67%"
"08/05/2018","597,00","597,00","597,00","597,00","","-0,42%"
"07/05/2018","599,50","599,50","599,50","599,50","","1,87%"
"04/05/2018","588,50","588,50","588,50","588,50","","0,51%"
"03/05/2018","585,50","585,50","585,50","585,50","","-1,76%"
"02/05/2018","596,00","596,00","596,00","596,00","","0,55%"
"30/04/2018","592,75","592,75","592,75","592,75","","-2,31%"
"27/04/2018","606,75","606,75","606,75","606,75","","-0,41%"
"26/04/2018","609,25","609,25","609,25","609,25","","-0,37%"
"25/04/2018","611,50","611,50","611,50","611,50","","-0,24%"
"24/04/2018","613,00","613,00","613,00","613,00","","-0,53%"
"23/04/2018","616,25","616,25","616,25","616,25","","-0,44%"
"20/04/2018","619,00","619,00","619,00","619,00","","0,81%"
"19/04/2018","614,00","614,00","614,00","614,00","","-0,16%"
"18/04/2018","615,00","615,00","615,00","615,00","","-0,04%"
"17/04/2018","615,25","615,25","615,25","615,25","","1,28%"
"16/04/2018","607,50","607,50","607,50","607,50","","-2,13%"
"13/04/2018","620,75","620,75","620,75","620,75","","0,61%"
"12/04/2018","617,00","617,00","617,00","617,00","","-0,40%"
"11/04/2018","619,50","619,50","619,50","619,50","","-0,32%"
"10/04/2018","621,50","621,50","621,50","621,50","","-1,35%"
"09/04/2018","630,00","630,00","630,00","630,00","","-1,60%"
"06/04/2018","640,25","640,25","640,25","640,25","","1,39%"
"05/04/2018","631,50","631,50","631,50","631,50","","0,56%"
"04/04/2018","628,00","628,00","628,00","628,00","","0,68%"
"03/04/2018","623,75","623,75","623,75","623,75","","-0,83%"
"02/04/2018","629,00","629,00","629,00","629,00","","2,07%"
"30/03/2018","616,25","616,25","616,25","616,25","","0,24%"
"29/03/2018","614,75","614,75","614,75","614,75","","-0,93%"
"28/03/2018","620,50","620,50","620,50","620,50","","0,20%"
"27/03/2018","619,25","619,25","619,25","619,25","","0,32%"
"26/03/2018","617,25","617,25","617,25","617,25","","-0,08%"
"23/03/2018","617,75","617,75","617,75","617,75","","-1,28%"
"22/03/2018","625,75","625,75","625,75","625,75","","-0,16%"
"21/03/2018","626,75","626,75","626,75","626,75","","0,20%"
"20/03/2018","625,50","625,50","625,50","625,50","","0,68%"
"19/03/2018","621,25","621,25","621,25","621,25","","-0,32%"
"16/03/2018","623,25","623,25","623,25","623,25","","0,85%"
"15/03/2018","618,00","618,00","618,00","618,00","","-1,20%"
"14/03/2018","625,50","625,50","625,50","625,50","","1,25%"
"13/03/2018","617,75","617,75","617,75","617,75","","0,94%"
"12/03/2018","612,00","612,00","612,00","612,00","","-0,12%"
"09/03/2018","612,75","612,75","612,75","612,75","","-1,25%"
"08/03/2018","620,50","620,50","620,50","620,50","","-1,51%"
"07/03/2018","630,00","630,00","630,00","630,00","","-1,29%"
"06/03/2018","638,25","638,25","638,25","638,25","","0,08%"
"05/03/2018","637,75","637,75","637,75","637,75","","-0,23%"
"02/03/2018","639,25","639,25","639,25","639,25","","-2,14%"
"01/03/2018","653,25","653,25","653,25","653,25","","-0,34%"
"28/02/2018","655,50","655,50","655,50","655,50","","0,34%"
"27/02/2018","653,25","653,25","653,25","653,25","","-0,11%"
"26/02/2018","654,00","654,00","654,00","654,00","","0,96%"
"23/02/2018","647,75","647,75","647,75","647,75","","1,13%"
"22/02/2018","640,50","640,50","640,50","640,50","","-0,27%"
"21/02/2018","642,25","642,25","642,25","642,25","","-0,12%"
"20/02/2018","643,00","643,00","643,00","643,00","","-1,08%"
"19/02/2018","650,00","650,00","650,00","650,00","","1,60%"
"15/02/2018","639,75","639,75","639,75","639,75","","0,27%"
"14/02/2018","638,00","638,00","638,00","638,00","","0,16%"
"13/02/2018","637,00","637,00","637,00","637,00","","-1,62%"
"12/02/2018","647,50","647,50","647,50","647,50","","2,21%"
"09/02/2018","633,50","633,50","633,50","633,50","","-0,55%"
"08/02/2018","637,00","637,00","637,00","637,00","","0,24%"
"07/02/2018","635,50","635,50","635,50","635,50","","0,28%"
"06/02/2018","633,75","633,75","633,75","633,75","","-1,13%"
"05/02/2018","641,00","641,00","641,00","641,00","","0,71%"
"02/02/2018","636,50","636,50","636,50","636,50","","-0,35%"
"30/01/2018","638,75","638,75","638,75","638,75","","-1,28%"
"29/01/2018","647,00","647,00","647,00","647,00","","0,90%"
"26/01/2018","641,25","641,25","641,25","641,25","","0,35%"
"25/01/2018","639,00","639,00","639,00","639,00","","-0,43%"
"24/01/2018","641,75","641,75","641,75","641,75","","1,30%"
"23/01/2018","633,50","633,50","633,50","633,50","","1,08%"
"22/01/2018","626,75","626,75","626,75","626,75","","1,29%"
"19/01/2018","618,75","618,75","618,75","618,75","","-0,68%"
"18/01/2018","623,00","623,00","623,00","623,00","","-0,60%"
"17/01/2018","626,75","626,75","626,75","626,75","","-0,95%"
"16/01/2018","632,75","632,75","632,75","632,75","","0,16%"
"15/01/2018","631,75","631,75","631,75","631,75","","1,40%"
"12/01/2018","623,00","623,00","623,00","623,00","","-0,88%"
"11/01/2018","628,50","628,50","628,50","628,50","","-2,03%"
"10/01/2018","641,50","641,50","641,50","641,50","","0,39%"
"09/01/2018","639,00","639,00","639,00","639,00","","-1,43%"
"08/01/2018","648,25","648,25","648,25","648,25","","0,86%"
"05/01/2018","642,75","642,75","642,75","642,75","","1,34%"
"04/01/2018","634,25","634,25","634,25","634,25","","-0,16%"
"03/01/2018","635,25","635,25","635,25","635,25","","3,29%"
"02/01/2018","615,00","615,00","615,00","615,00","","1,82%"
"29/12/2017","604,00","604,00","604,00","604,00","","-0,12%"
"28/12/2017","604,75","604,75","604,75","604,75","","-0,17%"
"27/12/2017","605,75","605,75","605,75","605,75","","1,51%"
"26/12/2017","596,75","596,75","596,75","596,75","","1,14%"
"22/12/2017","590,00","590,00","590,00","590,00","","-0,13%"
"21/12/2017","590,75","590,75","590,75","590,75","","-1,71%"
"20/12/2017","601,00","601,00","601,00","601,00","","-0,78%"
"19/12/2017","605,75","605,75","605,75","605,75","","0,25%"
"18/12/2017","604,25","604,25","604,25","604,25","","4,95%"
"15/12/2017","575,75","575,75","575,75","575,75","","0,44%"
"14/12/2017","573,25","573,25","573,25","573,25","","-0,26%"
"13/12/2017","574,75","574,75","574,75","574,75","","-0,95%"
"12/12/2017","580,25","580,25","580,25","580,25","","0,69%"
"11/12/2017","576,25","576,25","576,25","576,25","","-1,07%"
"08/12/2017","582,50","582,50","582,50","582,50","","-1,23%"
"07/12/2017","589,75","589,75","589,75","589,75","","-1,34%"
"06/12/2017","597,75","597,75","597,75","597,75","","-1,03%"
"05/12/2017","604,00","604,00","604,00","604,00","","-1,06%"
"04/12/2017","610,50","610,50","610,50","610,50","","0,04%"
"30/11/2017","610,25","610,25","610,25","610,25","","0,95%"
"29/11/2017","604,50","604,50","604,50","604,50","","0,37%"
"28/11/2017","602,25","602,25","602,25","602,25","","-0,66%"
"27/11/2017","606,25","606,25","606,25","606,25","","-1,94%"
"24/11/2017","618,25","618,25","618,25","618,25","","0,53%"
"23/11/2017","615,00","615,00","615,00","615,00","","-2,11%"
"22/11/2017","628,25","628,25","628,25","628,25","","0,84%"
"21/11/2017","623,00","623,00","623,00","623,00","","-0,20%"
"20/11/2017","624,25","624,25","624,25","624,25","","-3,03%"
"17/11/2017","643,75","643,75","643,75","643,75","","-0,66%"
"16/11/2017","648,00","648,00","648,00","648,00","","0,39%"
"15/11/2017","645,50","645,50","645,50","645,50","","2,02%"
"14/11/2017","632,75","632,75","632,75","632,75","","-1,90%"
"13/11/2017","645,00","645,00","645,00","645,00","","-1,34%"
"10/11/2017","653,75","653,75","653,75","653,75","","0,35%"
"09/11/2017","651,50","651,50","651,50","651,50","","-0,61%"
"08/11/2017","655,50","655,50","655,50","655,50","","0,50%"
"07/11/2017","652,25","652,25","652,25","652,25","","-0,31%"
"06/11/2017","654,25","654,25","654,25","654,25","","-0,46%"
"03/11/2017","657,25","657,25","657,25","657,25","","-0,64%"
"02/11/2017","661,50","661,50","661,50","661,50","","-0,19%"
"01/11/2017","662,75","662,75","662,75","662,75","","0,45%"
"31/10/2017","659,75","659,75","659,75","659,75","","-0,38%"
"30/10/2017","662,25","662,25","662,25","662,25","","0,80%"
"27/10/2017","657,00","657,00","657,00","657,00","","-0,11%"
"26/10/2017","657,75","657,75","657,75","657,75","","0,19%"
"25/10/2017","656,50","656,50","656,50","656,50","","0,96%"
"24/10/2017","650,25","650,25","650,25","650,25","","-0,50%"
"23/10/2017","653,50","653,50","653,50","653,50","","1,40%"
"20/10/2017","644,50","644,50","644,50","644,50","","0,27%"
"19/10/2017","642,75","642,75","642,75","642,75","","-0,73%"
"17/10/2017","647,50","647,50","647,50","647,50","","-0,92%"
"16/10/2017","653,50","653,50","653,50","653,50","","1,59%"
"13/10/2017","643,25","643,25","643,25","643,25","","-0,12%"
"12/10/2017","644,00","644,00","644,00","644,00","","0,55%"
"11/10/2017","640,50","640,50","640,50","640,50","","-0,19%"
"10/10/2017","641,75","641,75","641,75","641,75","","-0,85%"
"09/10/2017","647,25","647,25","647,25","647,25","","0,04%"
"06/10/2017","647,00","647,00","647,00","647,00","","0,23%"
"05/10/2017","645,50","645,50","645,50","645,50","","0,08%"
"04/10/2017","645,00","645,00","645,00","645,00","","1,14%"
"03/10/2017","637,75","637,75","637,75","637,75","","0,39%"
"02/10/2017","635,25","635,25","635,25","635,25","","-1,40%"
"29/09/2017","644,25","644,25","644,25","644,25","","-0,08%"
"28/09/2017","644,75","644,75","644,75","644,75","","-1,41%"
"27/09/2017","654,00","654,00","654,00","654,00","","-0,11%"
"26/09/2017","654,75","654,75","654,75","654,75","","1,24%"
"25/09/2017","646,75","646,75","646,75","646,75","","-1,18%"
"21/09/2017","654,50","654,50","654,50","654,50","","-1,58%"
"20/09/2017","665,00","665,00","665,00","665,00","","0,11%"
"19/09/2017","664,25","664,25","664,25","664,25","","-1,81%"
"18/09/2017","676,50","676,50","676,50","676,50","","-0,66%"
"15/09/2017","681,00","681,00","681,00","681,00","","-0,77%"
"14/09/2017","686,25","686,25","686,25","686,25","","-0,54%"
"13/09/2017","690,00","690,00","690,00","690,00","","2,56%"
"12/09/2017","672,75","672,75","672,75","672,75","","0,71%"
"11/09/2017","668,00","668,00","668,00","668,00","","1,17%"
"08/09/2017","660,25","660,25","660,25","660,25","","0,42%"
"07/09/2017","657,50","657,50","657,50","657,50","","2,49%"
"06/09/2017","641,50","641,50","641,50","641,50","","-0,23%"
"05/09/2017","643,00","643,00","643,00","643,00","","2,43%"
"30/08/2017","627,75","627,75","627,75","627,75","","-0,08%"
"29/08/2017","628,25","628,25","628,25","628,25","","-1,53%"
"28/08/2017","638,00","638,00","638,00","638,00","","-0,27%"
"25/08/2017","639,75","639,75","639,75","639,75","","-0,43%"
"24/08/2017","642,50","642,50","642,50","642,50","","0,98%"
"23/08/2017","636,25","636,25","636,25","636,25","","-0,24%"
"22/08/2017","637,75","637,75","637,75","637,75","","1,15%"
"21/08/2017","630,50","630,50","630,50","630,50","","1,08%"
"18/08/2017","623,75","623,75","623,75","623,75","","1,09%"
"17/08/2017","617,00","617,00","617,00","617,00","","1,11%"
"16/08/2017","610,25","610,25","610,25","610,25","","-1,29%"
"15/08/2017","618,25","618,25","618,25","618,25","","-0,52%"
"14/08/2017","621,50","621,50","621,50","621,50","","-0,48%"
"11/08/2017","624,50","624,50","624,50","624,50","","0,64%"
"10/08/2017","620,50","620,50","620,50","620,50","","1,26%"
"09/08/2017","612,75","612,75","612,75","612,75","","0,08%"
"08/08/2017","612,25","612,25","612,25","612,25","","1,58%"
"07/08/2017","602,75","602,75","602,75","602,75","","-0,41%"
"04/08/2017","605,25","605,25","605,25","605,25","","0,08%"
"03/08/2017","604,75","604,75","604,75","604,75","","-1,51%"
"02/08/2017","614,00","614,00","614,00","614,00","","-1,13%"
"01/08/2017","621,00","621,00","621,00","621,00","","-0,56%"
"31/07/2017","624,50","624,50","624,50","624,50","","0,28%"
"28/07/2017","622,75","622,75","622,75","622,75","","-1,07%"
"27/07/2017","629,50","629,50","629,50","629,50","","1,70%"
"26/07/2017","619,00","619,00","619,00","619,00","","0,20%"
"25/07/2017","617,75","617,75","617,75","617,75","","2,07%"
"24/07/2017","605,25","605,25","605,25","605,25","","-0,70%"
"21/07/2017","609,50","609,50","609,50","609,50","","-0,20%"
"20/07/2017","610,75","610,75","610,75","610,75","","1,45%"
"19/07/2017","602,00","602,00","602,00","602,00","","0,00%"
"18/07/2017","602,00","602,00","602,00","602,00","","-3,18%"
"17/07/2017","621,75","621,75","621,75","621,75","","0,00%"
"14/07/2017","621,75","621,75","621,75","621,75","","0,28%"
"13/07/2017","620,00","620,00","620,00","620,00","","-0,60%"
"12/07/2017","623,75","623,75","623,75","623,75","","-0,24%"
"11/07/2017","625,25","625,25","625,25","625,25","","-0,68%"
"10/07/2017","629,50","629,50","629,50","629,50","","1,41%"
"07/07/2017","620,75","620,75","620,75","620,75","","-0,72%"
"06/07/2017","625,25","625,25","625,25","625,25","","0,60%"
"05/07/2017","621,50","621,50","621,50","621,50","","0,77%"
"04/07/2017","616,75","616,75","616,75","616,75","","0,33%"
"03/07/2017","614,75","614,75","614,75","614,75","","1,70%"
"30/06/2017","604,50","604,50","604,50","604,50","","-0,78%"
"29/06/2017","609,25","609,25","609,25","609,25","","1,33%"
"28/06/2017","601,25","601,25","601,25","601,25","","-0,41%"
"23/06/2017","603,75","603,75","603,75","603,75","","-0,37%"
"22/06/2017","606,00","606,00","606,00","606,00","","0,46%"
"21/06/2017","603,25","603,25","603,25","603,25","","-0,70%"
"20/06/2017","607,50","607,50","607,50","607,50","","-1,58%"
"19/06/2017","617,25","617,25","617,25","617,25","","-0,60%"
"16/06/2017","621,00","621,00","621,00","621,00","","-0,68%"
"15/06/2017","625,25","625,25","625,25","625,25","","-0,44%"
"14/06/2017","628,00","628,00","628,00","628,00","","1,01%"
"13/06/2017","621,75","621,75","621,75","621,75","","-1,03%"
"09/06/2017","628,25","628,25","628,25","628,25","","0,44%"
"08/06/2017","625,50","625,50","625,50","625,50","","-1,50%"
"07/06/2017","635,00","635,00","635,00","635,00","","-1,05%"
"06/06/2017","641,75","641,75","641,75","641,75","","-0,27%"
"05/06/2017","643,50","643,50","643,50","643,50","","0,90%"
"02/06/2017","637,75","637,75","637,75","637,75","","-0,89%"
"01/06/2017","643,50","643,50","643,50","643,50","","0,19%"
"31/05/2017","642,25","642,25","642,25","642,25","","-0,23%"
"30/05/2017","643,75","643,75","643,75","643,75","","-1,27%"
"29/05/2017","652,00","652,00","652,00","652,00","","-1,99%"
"26/05/2017","665,25","665,25","665,25","665,25","","-1,08%"
"25/05/2017","672,50","672,50","672,50","672,50","","0,94%"
"24/05/2017","666,25","666,25","666,25","666,25","","-0,52%"
"23/05/2017","669,75","669,75","669,75","669,75","","-0,45%"
"22/05/2017","672,75","672,75","672,75","672,75","","0,79%"
"19/05/2017","667,50","667,50","667,50","667,50","","0,60%"
"18/05/2017","663,50","663,50","663,50","663,50","","-0,60%"
"17/05/2017","667,50","667,50","667,50","667,50","","1,71%"
"16/05/2017","656,25","656,25","656,25","656,25","","-0,57%"
"15/05/2017","660,00","660,00","660,00","660,00","","0,27%"
"12/05/2017","658,25","658,25","658,25","658,25","","-1,24%"
"11/05/2017","666,50","666,50","666,50","666,50","","1,60%"
"09/05/2017","656,00","656,00","656,00","656,00","","1,55%"
"08/05/2017","646,00","646,00","646,00","646,00","","0,94%"
"05/05/2017","640,00","640,00","640,00","640,00","","1,55%"
"04/05/2017","630,25","630,25","630,25","630,25","","0,64%"
"03/05/2017","626,25","626,25","626,25","626,25","","-0,75%"
"02/05/2017","631,00","631,00","631,00","631,00","","1,65%"
"28/04/2017","620,75","620,75","620,75","620,75","","1,47%"
"27/04/2017","611,75","611,75","611,75","611,75","","-0,12%"
"26/04/2017","612,50","612,50","612,50","612,50","","1,58%"
"25/04/2017","603,00","603,00","603,00","603,00","","-0,66%"
"21/04/2017","607,00","607,00","607,00","607,00","","1,21%"
"20/04/2017","599,75","599,75","599,75","599,75","","2,09%"
"19/04/2017","587,50","587,50","587,50","587,50","","-0,21%"
"18/04/2017","588,75","588,75","588,75","588,75","","-1,67%"
"17/04/2017","598,75","598,75","598,75","598,75","","-5,19%"
"14/04/2017","631,50","631,50","631,50","631,50","","0,72%"
"13/04/2017","627,00","627,00","627,00","627,00","","-0,08%"
"12/04/2017","627,50","627,50","627,50","627,50","","-1,99%"
"11/04/2017","640,25","640,25","640,25","640,25","","0,31%"
"10/04/2017","638,25","638,25","638,25","638,25","","-1,85%"
"07/04/2017","650,25","650,25","650,25","650,25","","-0,84%"
"06/04/2017","655,75","655,75","655,75","655,75","","-0,83%"
"05/04/2017","661,25","661,25","661,25","661,25","","2,40%"
"04/04/2017","645,75","645,75","645,75","645,75","","-0,12%"
"03/04/2017","646,50","646,50","646,50","646,50","","0,94%"
"31/03/2017","640,50","640,50","640,50","640,50","","0,04%"
"30/03/2017","640,25","640,25","640,25","640,25","","-1,58%"
"29/03/2017","650,50","650,50","650,50","650,50","","0,50%"
"28/03/2017","647,25","647,25","647,25","647,25","","0,35%"
"27/03/2017","645,00","645,00","645,00","645,00","","-1,41%"
"24/03/2017","654,25","654,25","654,25","654,25","","-1,25%"
"23/03/2017","662,50","662,50","662,50","662,50","","-1,45%"
"22/03/2017","672,25","672,25","672,25","672,25","","0,30%"
"21/03/2017","670,25","670,25","670,25","670,25","","0,90%"
"20/03/2017","664,25","664,25","664,25","664,25","","-0,45%"
"17/03/2017","667,25","667,25","667,25","667,25","","-0,04%"
"16/03/2017","667,50","667,50","667,50","667,50","","-0,52%"
"15/03/2017","671,00","671,00","671,00","671,00","","0,00%"
"14/03/2017","671,00","671,00","671,00","671,00","","1,13%"
"13/03/2017","663,50","663,50","663,50","663,50","","-1,23%"
"10/03/2017","671,75","671,75","671,75","671,75","","0,22%"
"09/03/2017","670,25","670,25","670,25","670,25","","-0,52%"
"08/03/2017","673,75","673,75","673,75","673,75","","0,75%"
"07/03/2017","668,75","668,75","668,75","668,75","","-1,18%"
"06/03/2017","676,75","676,75","676,75","676,75","","0,48%"
"03/03/2017","673,50","673,50","673,50","673,50","","0,56%"
"02/03/2017","669,75","669,75","669,75","669,75","","0,90%"
"01/03/2017","663,75","663,75","663,75","663,75","","1,69%"
"28/02/2017","652,75","652,75","652,75","652,75","","-0,84%"
"27/02/2017","658,25","658,25","658,25","658,25","","-1,72%"
"24/02/2017","669,75","669,75","669,75","669,75","","1,25%"
"23/02/2017","661,50","661,50","661,50","661,50","","-2,51%"
"22/02/2017","678,50","678,50","678,50","678,50","","0,04%"
"21/02/2017","678,25","678,25","678,25","678,25","","-1,60%"
"20/02/2017","689,25","689,25","689,25","689,25","","-0,76%"
"17/02/2017","694,50","694,50","694,50","694,50","","-1,77%"
"16/02/2017","707,00","707,00","707,00","707,00","","-4,20%"
"15/02/2017","738,00","738,00","738,00","738,00","","0,07%"
"14/02/2017","737,50","737,50","737,50","737,50","","0,96%"
"13/02/2017","730,50","730,50","730,50","730,50","","-0,61%"
"10/02/2017","735,00","735,00","735,00","735,00","","-1,14%"
"08/02/2017","743,50","743,50","743,50","743,50","","0,57%"
"07/02/2017","739,25","739,25","739,25","739,25","","0,37%"
"06/02/2017","736,50","736,50","736,50","736,50","","0,31%"
"03/02/2017","734,25","734,25","734,25","734,25","","-0,24%"
"02/02/2017","736,00","736,00","736,00","736,00","","0,93%"
"31/01/2017","729,25","729,25","729,25","729,25","","-0,41%"
"27/01/2017","732,25","732,25","732,25","732,25","","0,14%"
"26/01/2017","731,25","731,25","731,25","731,25","","-0,31%"
"25/01/2017","733,50","733,50","733,50","733,50","","-0,78%"
"24/01/2017","739,25","739,25","739,25","739,25","","1,55%"
"23/01/2017","728,00","728,00","728,00","728,00","","0,14%"
"20/01/2017","727,00","727,00","727,00","727,00","","-0,14%"
"19/01/2017","728,00","728,00","728,00","728,00","","-0,24%"
"18/01/2017","729,75","729,75","729,75","729,75","","0,14%"
"17/01/2017","728,75","728,75","728,75","728,75","","1,50%"
"16/01/2017","718,00","718,00","718,00","718,00","","-1,24%"
"13/01/2017","727,00","727,00","727,00","727,00","","-0,34%"
"12/01/2017","729,50","729,50","729,50","729,50","","0,00%"
"11/01/2017","729,50","729,50","729,50","729,50","","1,35%"
"10/01/2017","719,75","719,75","719,75","719,75","","-0,28%"
"09/01/2017","721,75","721,75","721,75","721,75","","0,94%"
"06/01/2017","715,00","715,00","715,00","715,00","","0,21%"
"05/01/2017","713,50","713,50","713,50","713,50","","-0,76%"
"04/01/2017","719,00","719,00","719,00","719,00","","-0,62%"
"03/01/2017","723,50","723,50","723,50","723,50","","0,87%"
"30/12/2016","717,25","717,25","717,25","717,25","","0,63%"
"29/12/2016","712,75","712,75","712,75","712,75","","-0,56%"
"28/12/2016","716,75","716,75","716,75","716,75","","-0,24%"
"27/12/2016","718,50","718,50","718,50","718,50","","2,10%"
"23/12/2016","703,75","703,75","703,75","703,75","","0,79%"
"22/12/2016","698,25","698,25","698,25","698,25","","-0,82%"
"21/12/2016","704,00","704,00","704,00","704,00","","0,97%"
"20/12/2016","697,25","697,25","697,25","697,25","","-1,34%"
"19/12/2016","706,75","706,75","706,75","706,75","","-0,74%"
"16/12/2016","712,00","712,00","712,00","712,00","","-0,18%"
"15/12/2016","713,25","713,25","713,25","713,25","","-0,59%"
"14/12/2016","717,50","717,50","717,50","717,50","","0,74%"
"13/12/2016","712,25","712,25","712,25","712,25","","0,89%"
